Date,건설업_pc1,부동산 시장_pc1,채권금리_pc1,주식시장_pc1,물가_pc1,경제_pc1,주택전세가격지수,주택 거래량,주택매매가격지수
2014-12-01,-0.3259797950352389,0.03687522071401167,0.2281928987155954,-0.4065680493785342,-0.2563953565690757,-0.2904463594444047,0.3203883495145634,0.46984537624117717,0.06305244549204492
2015-01-01,-0.39767837291777586,-0.016957834383267412,0.07781438445997499,-0.3249498272023144,-0.26244041610481816,-0.49049459715399957,0.33495145631067924,0.37780386409857636,0.06619524651345543
2015-02-01,-0.09066139786520923,-0.06452483522280333,0.030790450068786352,-0.26361772625159424,-0.263055393168212,-0.4702361897070652,0.34951456310679685,0.34423974159588466,0.0715641982583648
2015-03-01,-0.2652625926244037,-0.1507004167421313,-0.05353945921030107,-0.20386946342201934,-0.2660819483565352,-0.35613384327785863,0.3689320388349513,0.5723247398014116,0.08138545145027187
2015-04-01,0.059366052153420903,-0.21197529490409642,-0.14038396893284869,-0.11333053797445783,-0.265871250187695,-0.3398173150686424,0.39320388349514523,0.6135826653905969,0.09317095528056063
2015-05-01,-0.11943170238777237,-0.22256526964164716,0.04239586776422475,-0.08787662658567064,-0.25142947658383663,-0.28417464865150166,0.41262135922330145,0.5194326474458667,0.10207555817455649
2015-06-01,0.06563531349609704,-0.1582523867758247,-0.004614587345524985,-0.06299063612612747,-0.2519752283245307,-0.17706403262239348,0.4368932038834954,0.512015492283766,0.11310809926013254
2015-07-01,0.10483726572639716,-0.18706854172913612,-0.01447940036886607,-0.10585759311141227,-0.2545878559399815,-0.19377919732712512,0.4514563106796121,0.5617672568489054,0.12338767760099545
2015-08-01,0.21789073633603784,-0.2189174288707176,-0.08878611449155516,-0.19671164141138886,-0.26616770904626846,-0.1596244060071088,0.46601941747572795,0.4057527814331858,0.13284881817586625
2015-09-01,0.36339387625728037,-0.2280224525551348,-0.15283267478012255,-0.19932840264011817,-0.29039869235931365,-0.09437970250708734,0.48543689320388417,0.36341817203014715,0.14430694689975754
2015-10-01,0.5342510688447555,-0.2463708793750975,-0.22126208463428212,-0.16323849060171955,-0.30994136579106124,-0.15620518057407673,0.5,0.4791841129321689,0.1525895370915995
2015-11-01,0.41496697344925243,-0.05658922617596758,-0.10882034563656667,-0.17300510580046327,-0.32959270154601805,-0.14375315977599695,0.5194174757281553,0.4629964708697213,0.16306554049630062
2015-12-01,0.2805744968815738,0.07501931859914943,-0.14692098865391623,-0.19464889460440524,-0.322881486091585,-0.03975930531719891,0.533980582524272,0.4112109702117478,0.16755057945393848
2016-01-01,-0.568235827506749,0.0646184537595348,-0.23556722720465686,-0.2154506749528496,-0.33051454169649047,-0.23160374149904947,0.5388349514563107,0.27301411652111496,0.16961304262423926
2016-02-01,0.07129673023551247,-0.002273392129560017,-0.37365611174785296,-0.25640855052715417,-0.31137698944652503,-0.20696370929477778,0.5436893203883502,0.20429327670774017,0.1713808681987823
2016-03-01,-0.20961917082605008,-0.016715211079046888,-0.3586950491470103,-0.171317461450634,-0.3246870670183005,-0.12340311208213312,0.5485436893203888,0.3437836463691829,0.17223204347541454
2016-04-01,-0.11461170036186034,-0.02076562856631993,-0.38509711030022753,-0.15636415781553667,-0.30934661510858225,-0.15999445883711638,0.5533980582524274,0.3590590979782271,0.17324690630524442
2016-05-01,0.04329809203081409,-0.00565595398149977,-0.3993658159719713,-0.16285862545133828,-0.30322427940923363,-0.06623337425195043,0.558252427184466,0.38765851178370614,0.17488378183722952
2016-06-01,0.07148944018281361,0.035345116081421754,-0.5141121046060902,-0.2007194261100474,-0.29750546705425357,0.035485333674420735,0.5631067961165046,0.43680464170355304,0.17714267007136764
2016-07-01,0.021455790934322073,0.0601020098219871,-0.652672977257215,-0.1378635069171222,-0.3091098196314326,-0.07199721238362955,0.5679611650485441,0.4511080870917574,0.18035094611405755
2016-08-01,-0.057683560994510316,0.04246332535869298,-0.6471452973004469,-0.18845801865126138,-0.2949844710559286,-0.09832862463029927,0.5728155339805827,0.48768542887905253,0.18346100962482836
2016-09-01,0.38744322898473155,0.013652600571050718,-0.5928170226446509,-0.16041364826354074,-0.2616381629283278,-0.09721989346662253,0.5776699029126213,0.4415749491565977,0.1868657107313565
2016-10-01,0.3541512951975052,-0.024401527352136625,-0.5325894407234885,-0.2537136427327163,-0.24711222647215228,-0.04960052716168474,0.5825242718446608,0.5787250269170954,0.19288941268905946
2016-11-01,0.4751186523528426,-0.02585948522700536,-0.2838077431394701,-0.30382422766943035,-0.24112758586801997,0.0458802469175499,0.5873786407766994,0.5364053714559158,0.1991750147318796
2016-12-01,0.12642756511157954,-0.039279585665757455,-0.1753061288862272,-0.23645323894834416,-0.21119935420718924,0.11646878288847484,0.592233009708738,0.44233760019141044,0.20100831532770247
2017-01-01,-0.23637869507310671,-0.0022701362198382737,-0.20662903146714434,-0.23966560963286773,-0.12149597335036559,-0.1539403598596027,0.592233009708738,0.2644978466323723,0.20159759051921666
2017-02-01,-0.021088184259055454,0.025254830441935525,-0.17840884273772287,-0.23461073894554885,-0.09781074177801316,-0.17289261252309257,0.5970873786407767,0.26386978107429115,0.20185949060433472
2017-03-01,0.01182870603704873,0.03604399810675163,-0.1266301844572115,-0.1950222692217633,-0.10210299707975229,-0.02478629229687828,0.5970873786407767,0.40673974159588466,0.20251424081712832
2017-04-01,0.37298273166548734,0.020362340964463023,-0.13905977627338492,-0.1630129646913062,-0.11419503585361644,-0.011263764718564027,0.6019417475728153,0.4058425050843403,0.20346362862567924
2017-05-01,0.3575532396904311,-0.015572023266119964,-0.09922498347168411,-0.06848396829249916,-0.11707642718191709,0.011243430810366157,0.6067961165048548,0.507170415121426,0.20477312905126732
2017-06-01,0.3295776636630485,-0.01271350743271597,-0.15201372143330563,-0.025745406654265213,-0.13832851662214316,0.09852087723907459,0.6067961165048548,0.6062402799377916,0.20912721796634592
2017-07-01,0.3032174044304932,-0.04143844217182193,-0.1008553722994399,-0.04658072787146106,-0.12847755035506395,0.02547530602081022,0.6116504854368934,0.6780416317741357,0.21501996988149052
2017-08-01,0.21227599656626986,-0.05466338289504043,-0.07036943955150474,-0.0536299971988923,-0.08903718374993456,0.0007350148555086085,0.6165048543689329,0.7985704031582725,0.2210109343285538
2017-09-01,0.34632199105414985,-0.03613670650848031,-0.07513945029173237,-0.04692705119787237,-0.0641472530718735,0.06782331741145188,0.6165048543689329,0.6239083622442876,0.22313887252013354
2017-10-01,0.16523138265266726,-0.017644470071720122,0.0622343231768998,0.0661772623948492,-0.06544198595729392,0.018354711816718314,0.6213592233009706,0.44455826055748293,0.22598703594578673
2017-11-01,0.6465071587322819,-0.003135787828498801,0.14904456933839166,0.15209900991350142,-0.10255711720332121,0.03508843730957066,0.6213592233009706,0.5752407584639311,0.22945721207359382
2017-12-01,0.5578211426596424,0.015857534660263718,0.09691435656937482,0.18543620238805214,-0.08465623229476718,0.052338835330464135,0.6213592233009706,0.5596288431630578,0.23204347541412984
2018-01-01,0.08758694903947868,0.0473755188929773,0.18598334085099186,0.38713374186547367,-0.053160813021785304,-0.18710806101346011,0.6213592233009706,0.7090785381026439,0.23679041445688487
2018-02-01,0.3068806010501662,0.07546300473481851,0.2817060921025715,0.2487733611093883,-0.005670527775180488,-0.2117505051814712,0.6165048543689329,0.5524434740997727,0.24225757873371334
2018-03-01,0.2543878938542264,0.05333502716232343,0.2640733502163802,0.2761458025680792,-0.01169829639370567,-0.08942454465847817,0.6067961165048548,0.7196808828807273,0.24860865579781333
2018-04-01,0.17204170928475976,0.07889691668549431,0.22853406272832222,0.31308449782494135,0.00048084069617132806,-0.04994239273504644,0.6019417475728153,0.46394604617777246,0.25293000720225267
2018-05-01,0.06754134330216245,0.08923634839704396,0.2863743217856373,0.27801875891484346,0.011354085121938398,-0.016613431117947178,0.5873786407766994,0.4760736930254815,0.2554835330321481
2018-06-01,0.37816314576939464,0.11837052932201914,0.21968387579613016,0.15123000643490983,0.0028351088272773055,0.0792013405770267,0.5776699029126213,0.4839992822107908,0.257971583840765
2018-07-01,0.31854201969281176,0.13822686716164864,0.15412532170500273,0.07897225897840202,0.007764747486836445,0.05079525412339839,0.5679611650485441,0.5153352673764805,0.2609179597983373
2018-08-01,0.09720285799319077,0.1331966178849759,0.07915123435333486,0.14809418143030695,0.06217401089301824,0.0278142119358426,0.558252427184466,0.470525780595765,0.26638512407516535
2018-09-01,0.4225685279783211,0.11283112756988059,-0.041486091361696745,0.1641781723061132,0.10639725446026815,0.029946785980520328,0.5533980582524274,0.5324425768632611,0.2916584822890069
2018-10-01,0.16860532292959124,0.115469507115352,-0.013877993245489814,-0.21130943954203857,0.08760809547435804,0.06560673931180191,0.5533980582524274,0.6371874626151454,0.3062266745236695
2018-11-01,0.2579522010882158,0.11482461144655183,-0.09694530661907767,-0.11721426299672351,0.03327846161938164,0.08774581449798341,0.5485436893203888,0.4384495753080512,0.3102206508217118
2018-12-01,0.15312921299565163,0.10751930887721013,-0.21463608863857545,-0.16920056390074778,0.002867077062978763,0.09868048537347196,0.5388349514563107,0.3384450891254934,0.31225037648137244
2019-01-01,-0.407908025814656,0.11495632142815455,-0.2111209690622689,-0.04117211828334913,-0.005172437349990359,-0.07009059860990224,0.5291262135922326,0.3917259839693743,0.3127741766516072
2019-02-01,-0.0765745023702439,0.12386277183723474,-0.20973592158239188,-0.025439062437682326,0.0177302470045189,-0.09255372856249718,0.5194174757281553,0.2942038521354229,0.3110390885877039
2019-03-01,-0.14899619890501506,0.1566590674242815,-0.2290413392793349,-0.05193467803544758,0.01916427282256786,0.07814104236153695,0.5048543689320386,0.38314242134226584,0.3082891376939698
2019-04-01,0.04577174982250444,0.15172469122547386,-0.2763339436134656,0.010469544149236015,0.044672116027719776,0.09617126241160147,0.4951456310679614,0.3775870319416198,0.3046880115236035
2019-05-01,0.05826638118999968,0.15976067951215173,-0.3183165838758621,-0.14021103914472127,0.055854316717032004,0.20849913911112222,0.48543689320388417,0.32166676635961244,0.30295292345970015
2019-06-01,-0.15985670411919484,0.1633923874361551,-0.4627092157523329,-0.10973572463061709,0.03996811306661896,0.2648949548761174,0.47572815533980606,0.3188329943773178,0.3006940352255616
2019-07-01,-0.24224038714167184,0.1387394331969179,-0.5577081301675718,-0.23901999535147198,0.02570876040978269,0.19651964438234798,0.46601941747572795,0.4846722095944491,0.3004976101617234
2019-08-01,-0.33674725685988605,0.1222163237163578,-0.740060982588334,-0.2907538316798696,0.04376974670797663,0.24550614956090921,0.46116504854368934,0.5091667663596124,0.30193806062986983
2019-09-01,-0.2298372104794368,0.08067833069769606,-0.6361828232626112,-0.2338748152693605,0.06280232764861414,0.22945871607639204,0.46116504854368934,0.4710491685608327,0.3033457735873766
2019-10-01,-0.11966943456187355,0.020301685138407858,-0.5419485448373694,-0.17434196897530688,0.06749063752991186,0.24282259516186508,0.46601941747572795,0.5778203134346214,0.30580108688535335
2019-11-01,-0.10164328227675137,-0.023693024299324007,-0.429756689562255,-0.2075676714105002,0.036912525106290034,0.2401793955236763,0.47087378640776745,0.6274748773776767,0.30946768807699865
2019-12-01,-0.23411620358597365,-0.10101614176610194,-0.4958810522168855,-0.10909138553058598,0.05641047268623055,0.3252721168207273,0.48058252427184467,0.8050529369541812,0.3185687160348327
2020-01-01,-0.06301153933057696,-0.16044398192598697,-0.4888821121002953,-0.18098718375532025,0.08473341736068038,0.11658282722114309,0.4951456310679614,0.7301112573274315,0.3278334315458653
2020-02-01,0.062491619700313125,-0.207923176111121,-0.5716038588284086,-0.282145905134877,0.07824548421710444,0.1674961640844909,0.5048543689320386,0.8453837181481039,0.3375564722058537
2020-03-01,-0.10567378789102566,-0.23230061075195776,-0.6168972293352486,-0.4406151943351172,0.04148612826289654,0.27412138766094984,0.5097087378640781,0.6298899389879172,0.3522883519937148
2020-04-01,-0.4632192071080769,-0.26268207664126986,-0.5591924803492802,-0.251841092238686,-0.004730319292342593,0.2638285498633262,0.5145631067961167,0.32550992941739443,0.3583775289726967
2020-05-01,-0.502752361898955,-0.30523232479326545,-0.6224042727842952,-0.12178012844124346,-0.006682488442407375,0.32598048392259815,0.5194174757281553,0.47145292499102764,0.36204413016434245
2020-06-01,-0.5839100038296845,-0.3695601012021583,-0.613340913734237,-0.054069841798980486,0.020926465523757917,0.3842020879493512,0.533980582524272,0.8887950113649958,0.37494270935638063
2020-07-01,-0.3571018707866362,-0.3887810067503888,-0.6277826456162499,0.11381941396926229,0.023784026194306952,0.2605223209277061,0.5485436893203888,1.0,0.39848097950631844
2020-08-01,-0.2872781026559733,-0.40796545574295356,-0.6268971067783814,0.19260788927666794,0.0647082598465012,0.205468117122525,0.5679611650485441,0.504635721976313,0.4194984613370001
2020-09-01,-0.03135056385759635,-0.42882799889831974,-0.5617303618090819,0.19323202148962654,0.0962542758986833,0.24255821830782734,0.592233009708738,0.5560398971168801,0.4411379558698356
2020-10-01,-0.3059860041548752,-0.4584173459422304,-0.5593718212410366,0.0903466391903461,0.05820396480998289,0.18831410861042394,0.6116504854368934,0.5554566933843761,0.4595036993387023
2020-11-01,-0.21977082480365034,-0.5049626282710317,-0.5103191603445707,0.36012213595409126,0.05628158398210702,0.22851801151336376,0.6407766990291268,0.7361825577222156,0.4990833497020888
2020-12-01,0.1628755635203289,-0.5653777469918515,-0.4877193912527347,0.5962411479932038,0.09081774042284436,0.2125492710891949,0.6893203883495147,0.9935548510587391,0.5372880246186078
2021-01-01,-0.3021847639811918,-0.5906202135894209,-0.4739423803072688,0.5862454611938956,0.1571709432791702,-0.0713415232628773,0.7233009708737868,0.5517630697451849,0.5710731355987688
2021-02-01,-0.19764217503438006,-0.6060493110998425,-0.43139638506062755,0.5818487532551727,0.20721579059721557,0.033422388771870704,0.7524271844660193,0.5057572676157435,0.6101944608132
2021-03-01,-0.043901286673019006,-0.6156904804379905,-0.3326907298701581,0.6611142454461578,0.2518866145475,0.23667156296497416,0.7718446601941746,0.4933754037564302,0.6485955607935576
2021-04-01,0.011347175020148561,-0.6096290492731821,-0.3423562211904559,0.7362975880668565,0.287767431839717,0.252249658664292,0.79126213592233,0.5362109702117478,0.6798926209651017
2021-05-01,0.24167116156651144,-0.6149307849365236,-0.3176548411478459,0.7583805727726626,0.30800697853661907,0.29685491351160437,0.8058252427184467,0.5259600430673526,0.7084724677535519
2021-06-01,0.35851733753220516,-0.6077098754617801,-0.30065104561815226,0.8651081358417633,0.3243883371485248,0.37982245612391924,0.8398058252427187,0.4936670056226822,0.7479211680743796
2021-07-01,0.3614733505744519,-0.620234537205731,-0.34108850018957726,0.8256910830700346,0.36470212703843746,0.355858458042889,0.8689320388349513,0.47335207560713,0.7835068421397238
2021-08-01,0.2927076090908179,-0.6203513536442636,-0.38341300444085313,0.8342705807793221,0.40435470291277725,0.38789169112015903,0.8980582524271847,0.4396533676277067,0.8296667321416877
2021-09-01,0.343229858203531,-0.6283663985702738,-0.28900894812432926,0.7292256473692434,0.43583820685688324,0.427779780723379,0.9271844660194173,0.37401303983730116,0.8773652851437177
2021-10-01,0.30402180998415945,-0.6145390685515186,-0.04531651367738662,0.6714659428553245,0.4776187463507308,0.45412697966099996,0.9611650485436893,0.3460715994736212,0.9106593334642832
2021-11-01,0.42011050867976435,-0.5994509569792937,-0.0011602079706726834,0.5774084679794625,0.5250011248243108,0.5055987080866978,0.9805825242718456,0.29058499820552697,0.9461467949977083
2021-12-01,0.47534983845509504,-0.5430693455968113,-0.10072278148589477,0.7318814965641806,0.5324003204157649,0.5868287976094164,0.9951456310679614,0.2240250029907883,0.9623846002749952
2022-01-01,0.11613250015360613,-0.4783667629518496,0.09307154967903171,0.37319764819766565,0.5970887463783746,0.38797646436078587,1.0,0.18964589065677712,0.9715511032541087
2022-02-01,0.194750183684066,-0.4155718741350228,0.2577280810602993,0.40008427774320116,0.6415078373218925,0.4246844481447216,0.9951456310679614,0.1735479722454839,0.9783277679565243
2022-03-01,0.43264737398154673,-0.36575882978694835,0.33524103860073573,0.5129493049763857,0.7274498638250991,0.5937257116832283,0.9951456310679614,0.17132731187941141,0.9815687815098539
2022-04-01,0.3908757237207238,-0.35628644663799747,0.72369874070928,0.4309133521729016,0.8188225548767507,0.6379496734901037,0.9951456310679614,0.26242672568489056,0.9884763962548284
2022-05-01,0.33309992743391503,-0.3354603600382972,0.7895236766562768,0.41124073379665793,0.87626659778625,0.7664964536390483,0.9951456310679614,0.18163057782031344,0.996693511425391
2022-06-01,0.45335645447414175,-0.3032960831828456,1.076190564559166,0.0537879091367286,0.9264796840718859,0.8298533212695482,0.9951456310679614,0.15433963392750327,1.0
2022-07-01,0.3346789345542995,-0.23854013383328204,0.8834653641436138,0.18564556823104994,0.9606420187534007,0.7992980761426652,0.9902912621359219,0.023313195358296457,1.0
2022-08-01,0.2680629286972494,-0.18485693817039792,0.9282907058213624,0.19929594777104295,0.9417932831231121,0.8318966363943125,0.9757281553398061,0.08620947481756192,0.9953840109998033
